cycle_id,step_name,duration_sec,machine_id
255,Quality_Check,41,M-18
255,Welding,18,M-8
256,Cutting,8,M-15
256,Packaging,18,M-17
256,Quality_Check,10,M-14
257,Cutting,90,M-18
257,Packaging,16,M-15
257,Welding,33,M-7
258,Assembly,85,M-2
258,Cutting,50,M-2
258,Packaging,44,M-15
258,Quality_Check,57,M-20
258,Welding,66,M-4
259,Cutting,19,M-12
259,Quality_Check,41,M-19
259,Welding,33,M-12
260,Cutting,85,M-17
260,Packaging,1,M-20
260,Quality_Check,80,M-4
260,Welding,81,M-16
261,Cutting,57,M-19
261,Packaging,57,M-8
261,Quality_Check,39,M-15
261,Welding,55,M-12
262,Assembly,64,M-13
262,Cutting,56,M-6
262,Packaging,28,M-18
262,Quality_Check,26,M-19
262,Welding,54,M-18
263,Assembly,9,M-6
263,Cutting,118,M-16
263,Packaging,57,M-2
263,Quality_Check,28,M-16
264,Assembly,9,M-12
264,Cutting,23,M-19
264,Packaging,45,M-10
264,Quality_Check,48,M-20
264,Welding,74,M-17
265,Assembly,82,M-15
265,Packaging,74,M-19
266,Assembly,53,M-15
266,Cutting,1,M-5
266,Packaging,26,M-9
266,Quality_Check,113,M-11
266,Welding,48,M-1
267,Assembly,15,M-12
267,Cutting,14,M-7
267,Packaging,99,M-19
267,Quality_Check,62,M-8
267,Welding,25,M-2
268,Assembly,93,M-11
268,Cutting,82,M-17
268,Welding,52,M-12
269,Packaging,84,M-8
269,Welding,113,M-17
270,Assembly,106,M-13
270,Cutting,104,M-13
270,Welding,42,M-1
271,Assembly,68,M-9
271,Cutting,77,M-3
271,Packaging,10,M-19
271,Quality_Check,38,M-19
272,Assembly,71,M-6
272,Packaging,7,M-16
272,Welding,81,M-14
273,Assembly,41,M-20
273,Cutting,45,M-2
273,Quality_Check,92,M-15
273,Welding,50,M-1
274,Cutting,2,M-3
274,Packaging,4,M-5
274,Quality_Check,8,M-19
274,Welding,77,M-5
275,Assembly,57,M-11
275,Welding,57,M-7
276,Assembly,1,M-3
276,Cutting,76,M-6
276,Packaging,4,M-14
276,Welding,93,M-20
277,Assembly,70,M-2
277,Packaging,71,M-19
277,Quality_Check,57,M-1
277,Welding,96,M-20
278,Assembly,43,M-5
278,Cutting,13,M-12
278,Quality_Check,82,M-14
278,Welding,78,M-18
279,Cutting,106,M-18
279,Packaging,56,M-16
279,Welding,57,M-10
280,Assembly,48,M-13
280,Cutting,82,M-5
280,Packaging,111,M-4
280,Welding,57,M-18
281,Assembly,118,M-7
281,Cutting,21,M-2
282,Packaging,31,M-17
282,Quality_Check,57,M-12
282,Welding,28,M-6
283,Cutting,72,M-1
283,Packaging,107,M-7
283,Quality_Check,78,M-13
284,Cutting,92,M-12
284,Packaging,5,M-8
285,Assembly,73,M-14
285,Cutting,80,M-7
285,Packaging,57,M-14
285,Quality_Check,54,M-1
285,Welding,51,M-8
286,Cutting,62,M-3
286,Packaging,74,M-1
286,Quality_Check,24,M-10
286,Welding,112,M-9
287,Assembly,3,M-7
287,Cutting,66,M-1
287,Packaging,82,M-2
287,Quality_Check,102,M-6
287,Welding,101,M-5
288,Assembly,24,M-10
288,Cutting,28,M-17
289,Assembly,76,M-13
289,Cutting,13,M-14
289,Quality_Check,75,M-2
289,Welding,50,M-7
290,Assembly,49,M-19
290,Cutting,119,M-20
291,Assembly,35,M-8
291,Cutting,18,M-4
291,Packaging,114,M-5
291,Quality_Check,99,M-1
291,Welding,27,M-18
292,Packaging,117,M-3
292,Welding,79,M-7
293,Cutting,35,M-1
293,Quality_Check,7,M-2
293,Welding,57,M-9
294,Assembly,57,M-15
294,Cutting,57,M-11
294,Packaging,82,M-9
295,Assembly,28,M-13
295,Packaging,58,M-13
295,Quality_Check,97,M-13
295,Welding,98,M-11
296,Assembly,86,M-8
296,Cutting,12,M-20
296,Packaging,57,M-2
296,Quality_Check,118,M-9
296,Welding,40,M-4
297,Assembly,77,M-19
297,Cutting,87,M-8
297,Packaging,106,M-19
297,Quality_Check,110,M-17
297,Welding,57,M-16
298,Assembly,57,M-9
298,Cutting,47,M-20
298,Packaging,111,M-12
298,Quality_Check,112,M-19
298,Welding,8,M-18
299,Assembly,83,M-17
299,Cutting,42,M-17
299,Welding,33,M-12
300,Assembly,107,M-6
300,Packaging,1,M-11
300,Welding,87,M-12
301,Assembly,12,M-9
301,Cutting,16,M-12
301,Packaging,67,M-15
301,Quality_Check,81,M-17
301,Welding,91,M-10
302,Assembly,50,M-20
302,Cutting,28,M-1
302,Packaging,84,M-17
302,Quality_Check,23,M-12
302,Welding,115,M-17
303,Cutting,35,M-10
303,Packaging,60,M-11
303,Quality_Check,57,M-19
303,Welding,56,M-2
304,Assembly,116,M-3
304,Cutting,85,M-2
304,Packaging,98,M-10
304,Welding,41,M-5
305,Assembly,23,M-20
305,Cutting,51,M-13
305,Packaging,39,M-19
305,Quality_Check,100,M-20
305,Welding,55,M-12
306,Assembly,87,M-13
306,Cutting,10,M-15
306,Packaging,57,M-4
306,Quality_Check,96,M-16
307,Assembly,24,M-17
307,Cutting,41,M-13
307,Packaging,91,M-16
307,Quality_Check,6,M-15
307,Welding,57,M-8
308,Packaging,20,M-3
308,Welding,89,M-15
309,Cutting,117,M-3
309,Packaging,45,M-19
309,Quality_Check,106,M-2
310,Cutting,2,M-5
310,Quality_Check,25,M-14
310,Welding,96,M-19
311,Assembly,60,M-17
311,Cutting,70,M-13
311,Packaging,57,M-3
311,Welding,37,M-18
312,Assembly,55,M-10
312,Packaging,87,M-14
312,Quality_Check,67,M-8
312,Welding,3,M-10
313,Assembly,85,M-15
313,Cutting,115,M-19
313,Quality_Check,26,M-12
314,Assembly,70,M-1
314,Cutting,60,M-8
314,Quality_Check,7,M-14
314,Welding,72,M-2
315,Assembly,42,M-7
315,Cutting,101,M-4
315,Packaging,4,M-6
315,Quality_Check,2,M-5
315,Welding,93,M-15
316,Packaging,36,M-1
316,Quality_Check,32,M-16
317,Assembly,42,M-17
317,Packaging,15,M-15
317,Welding,30,M-5
318,Assembly,2,M-14
318,Cutting,47,M-9
319,Assembly,65,M-8
319,Cutting,71,M-18
319,Packaging,56,M-11
319,Quality_Check,30,M-15
319,Welding,29,M-10
320,Assembly,57,M-11
320,Packaging,87,M-5
320,Quality_Check,64,M-8
321,Assembly,28,M-6
321,Quality_Check,100,M-11
322,Assembly,57,M-16
322,Cutting,8,M-10
322,Packaging,115,M-12
322,Quality_Check,13,M-7
322,Welding,114,M-9
323,Cutting,48,M-19
323,Packaging,110,M-9
323,Quality_Check,66,M-2
323,Welding,15,M-1
324,Assembly,2,M-6
324,Packaging,75,M-12
324,Quality_Check,53,M-11
324,Welding,105,M-16
325,Assembly,106,M-4
325,Cutting,18,M-6
325,Packaging,90,M-15
325,Quality_Check,57,M-2
326,Cutting,96,M-19
326,Packaging,95,M-5
327,Cutting,82,M-6
327,Packaging,67,M-5
327,Quality_Check,57,M-16
327,Welding,13,M-11
328,Cutting,29,M-16
328,Packaging,59,M-18
328,Quality_Check,20,M-11
328,Welding,109,M-8
329,Cutting,40,M-10
329,Packaging,55,M-12
329,Welding,93,M-18
330,Assembly,118,M-8
330,Packaging,14,M-1
330,Welding,17,M-2
331,Assembly,57,M-1
331,Cutting,18,M-10
331,Packaging,33,M-5
331,Quality_Check,20,M-3
331,Welding,98,M-13
332,Assembly,5,M-8
332,Packaging,8,M-20
332,Welding,76,M-4
333,Assembly,67,M-11
333,Packaging,11,M-15
334,Assembly,27,M-17
334,Cutting,94,M-2
334,Welding,12,M-8
335,Assembly,42,M-7
335,Cutting,7,M-1
335,Welding,46,M-11
336,Assembly,79,M-19
336,Cutting,6,M-7
336,Packaging,31,M-16
336,Quality_Check,2,M-12
336,Welding,95,M-3
337,Assembly,109,M-19
337,Cutting,19,M-3
337,Packaging,66,M-19
337,Quality_Check,88,M-17
337,Welding,32,M-14
338,Assembly,50,M-16
338,Cutting,91,M-11
338,Packaging,2,M-13
338,Quality_Check,87,M-13
339,Assembly,99,M-10
339,Welding,57,M-10
340,Assembly,44,M-3
340,Cutting,66,M-15
340,Packaging,95,M-20
340,Quality_Check,27,M-11
340,Welding,80,M-13
341,Assembly,51,M-4
341,Cutting,103,M-14
341,Packaging,59,M-6
341,Quality_Check,86,M-6
341,Welding,45,M-2
342,Assembly,119,M-20
342,Cutting,117,M-11
342,Packaging,90,M-10
342,Quality_Check,38,M-6
342,Welding,47,M-12
343,Assembly,54,M-14
343,Cutting,54,M-12
343,Packaging,52,M-15
343,Quality_Check,15,M-18
343,Welding,86,M-5
344,Packaging,103,M-9
344,Welding,65,M-12
345,Assembly,86,M-15
345,Cutting,57,M-2
345,Quality_Check,116,M-12
345,Welding,20,M-18
346,Assembly,113,M-5
346,Packaging,57,M-11
346,Quality_Check,26,M-7
346,Welding,57,M-9
347,Assembly,64,M-18
347,Quality_Check,61,M-8
348,Packaging,116,M-12
348,Quality_Check,11,M-13
349,Assembly,78,M-5
349,Packaging,41,M-17
349,Quality_Check,5,M-6
349,Welding,2,M-18
350,Assembly,66,M-13
350,Packaging,3,M-19
350,Quality_Check,59,M-10
350,Welding,82,M-6
351,Assembly,56,M-12
351,Cutting,42,M-20
351,Packaging,88,M-16
351,Quality_Check,58,M-4
351,Welding,90,M-11
352,Assembly,60,M-13
352,Cutting,95,M-3
352,Packaging,1,M-5
352,Quality_Check,61,M-18
352,Welding,110,M-18
353,Cutting,82,M-9
353,Packaging,68,M-12
353,Quality_Check,56,M-15
353,Welding,57,M-2
354,Cutting,95,M-4
354,Packaging,68,M-6
354,Welding,35,M-4
355,Assembly,95,M-10
355,Cutting,76,M-3
355,Packaging,24,M-7
355,Quality_Check,76,M-12
355,Welding,37,M-5
356,Assembly,21,M-10
356,Cutting,93,M-7
356,Packaging,60,M-5
356,Quality_Check,51,M-17
356,Welding,28,M-8
357,Quality_Check,23,M-13
357,Welding,60,M-3
358,Assembly,10,M-12
358,Cutting,57,M-17
358,Packaging,14,M-12
358,Quality_Check,8,M-4
359,Assembly,104,M-9
359,Cutting,118,M-2
359,Packaging,104,M-19
359,Quality_Check,57,M-2
360,Assembly,57,M-8
360,Cutting,74,M-17
360,Packaging,43,M-10
360,Quality_Check,48,M-7
360,Welding,34,M-1
361,Assembly,94,M-8
361,Cutting,89,M-17
361,Quality_Check,12,M-19
361,Welding,18,M-13
362,Packaging,112,M-19
362,Welding,54,M-3
363,Packaging,77,M-20
363,Quality_Check,106,M-7
363,Welding,38,M-4
364,Assembly,102,M-7
364,Cutting,41,M-18
364,Packaging,57,M-3
364,Quality_Check,65,M-1
364,Welding,40,M-9
365,Assembly,80,M-6
365,Cutting,68,M-4
365,Packaging,1,M-6
365,Quality_Check,70,M-12
366,Assembly,114,M-3
366,Cutting,17,M-5
366,Quality_Check,16,M-11
366,Welding,83,M-16
367,Cutting,80,M-9
367,Packaging,57,M-7
367,Quality_Check,89,M-7
367,Welding,54,M-17
368,Assembly,44,M-19
368,Packaging,31,M-14
368,Quality_Check,24,M-5
368,Welding,57,M-4
369,Assembly,108,M-16
369,Cutting,42,M-19
369,Packaging,8,M-11
369,Quality_Check,76,M-20
369,Welding,42,M-1
370,Assembly,16,M-4
370,Packaging,102,M-15
370,Welding,22,M-7
371,Assembly,26,M-4
371,Cutting,51,M-16
371,Packaging,110,M-20
371,Quality_Check,117,M-20
371,Welding,87,M-3
372,Assembly,47,M-2
372,Cutting,52,M-4
372,Packaging,41,M-1
373,Cutting,46,M-2
373,Quality_Check,92,M-8
374,Assembly,31,M-20
374,Cutting,14,M-6
374,Packaging,72,M-4
374,Quality_Check,26,M-17
374,Welding,112,M-4
375,Assembly,37,M-17
375,Cutting,3,M-18
375,Packaging,64,M-15
375,Quality_Check,91,M-1
375,Welding,43,M-1
376,Assembly,18,M-20
376,Cutting,12,M-18
376,Packaging,15,M-3
376,Quality_Check,12,M-8
376,Welding,80,M-4
377,Assembly,57,M-3
377,Packaging,75,M-7
377,Quality_Check,9,M-2
377,Welding,27,M-16
378,Assembly,94,M-20
378,Packaging,88,M-15
379,Cutting,57,M-5
379,Packaging,100,M-2
379,Quality_Check,36,M-20
380,Cutting,14,M-6
380,Packaging,73,M-13
380,Quality_Check,54,M-10
380,Welding,79,M-1
381,Assembly,53,M-1
381,Cutting,81,M-11
381,Packaging,49,M-18
381,Quality_Check,95,M-18
381,Welding,57,M-11
382,Assembly,10,M-18
382,Welding,31,M-4
383,Quality_Check,6,M-18
383,Welding,76,M-12
384,Assembly,3,M-18
384,Quality_Check,44,M-17
385,Cutting,63,M-1
385,Quality_Check,44,M-7
385,Welding,56,M-14
386,Assembly,32,M-10
386,Quality_Check,90,M-8
387,Cutting,26,M-3
387,Packaging,67,M-3
387,Quality_Check,7,M-13
387,Welding,56,M-20
388,Cutting,8,M-12
388,Packaging,9,M-5
389,Quality_Check,105,M-6
389,Welding,15,M-9
390,Cutting,57,M-13
390,Packaging,107,M-11
390,Quality_Check,103,M-4
390,Welding,72,M-7
391,Assembly,57,M-7
391,Cutting,75,M-9
391,Quality_Check,8,M-3
392,Packaging,57,M-6
392,Quality_Check,113,M-4
392,Welding,1,M-5
393,Quality_Check,12,M-19
393,Welding,47,M-2
394,Cutting,80,M-12
394,Welding,58,M-5
395,Assembly,54,M-12
395,Quality_Check,18,M-8
395,Welding,83,M-6
396,Cutting,83,M-8
396,Quality_Check,46,M-13
396,Welding,47,M-7
397,Assembly,18,M-15
397,Cutting,62,M-1
397,Packaging,114,M-4
397,Quality_Check,110,M-15
397,Welding,84,M-8
398,Assembly,38,M-3
398,Cutting,34,M-8
398,Packaging,5,M-4
398,Quality_Check,99,M-15
398,Welding,58,M-12
399,Assembly,113,M-7
399,Cutting,5,M-14
399,Packaging,86,M-4
399,Quality_Check,120,M-8
399,Welding,4,M-8
400,Cutting,109,M-15
400,Packaging,15,M-3
400,Welding,112,M-9
401,Cutting,71,M-4
401,Quality_Check,42,M-9
401,Welding,82,M-3
402,Packaging,120,M-1
402,Quality_Check,55,M-6
403,Cutting,25,M-12
403,Quality_Check,49,M-16
404,Packaging,57,M-20
404,Quality_Check,57,M-12
404,Welding,36,M-8
405,Assembly,92,M-1
405,Cutting,102,M-5
405,Packaging,70,M-19
405,Quality_Check,39,M-10
405,Welding,41,M-3
406,Assembly,120,M-16
406,Cutting,49,M-3
406,Welding,112,M-12
407,Assembly,69,M-15
407,Cutting,59,M-8
407,Packaging,110,M-7
408,Assembly,29,M-20
408,Cutting,95,M-1
408,Packaging,51,M-1
408,Quality_Check,85,M-6
409,Assembly,20,M-9
409,Packaging,25,M-9
409,Quality_Check,51,M-18
409,Welding,96,M-5
410,Assembly,32,M-8
410,Packaging,72,M-2
410,Welding,98,M-6
411,Packaging,94,M-9
411,Quality_Check,47,M-5
412,Assembly,25,M-14
412,Cutting,64,M-3
412,Packaging,63,M-6
412,Quality_Check,16,M-1
413,Packaging,66,M-17
413,Quality_Check,19,M-15
414,Packaging,54,M-19
414,Quality_Check,39,M-14
414,Welding,9,M-19
415,Assembly,83,M-17
415,Cutting,110,M-7
415,Packaging,73,M-1
415,Quality_Check,4,M-20
415,Welding,55,M-3
416,Assembly,24,M-8
416,Cutting,94,M-13
416,Packaging,43,M-18
416,Quality_Check,73,M-8
416,Welding,100,M-3
417,Assembly,57,M-17
417,Packaging,58,M-4
417,Quality_Check,46,M-7
417,Welding,83,M-5
418,Packaging,106,M-11
418,Quality_Check,9,M-16
418,Welding,81,M-12
419,Assembly,19,M-10
419,Cutting,40,M-12
419,Packaging,67,M-9
419,Quality_Check,42,M-8
419,Welding,90,M-12
420,Cutting,1,M-7
420,Quality_Check,57,M-20
420,Welding,95,M-18
421,Cutting,11,M-8
421,Packaging,57,M-6
421,Quality_Check,48,M-6
421,Welding,57,M-8
422,Cutting,11,M-3
422,Packaging,40,M-5
423,Assembly,11,M-9
423,Cutting,112,M-9
423,Packaging,75,M-2
423,Quality_Check,31,M-9
423,Welding,64,M-14
424,Cutting,57,M-5
424,Packaging,74,M-11
425,Assembly,98,M-13
425,Cutting,8,M-16
425,Packaging,65,M-1
425,Quality_Check,14,M-3
425,Welding,48,M-10
426,Assembly,49,M-20
426,Packaging,101,M-5
426,Quality_Check,13,M-16
427,Assembly,17,M-15
427,Packaging,51,M-9
428,Assembly,39,M-6
428,Cutting,106,M-20
428,Packaging,48,M-1
428,Quality_Check,64,M-7
428,Welding,46,M-17
429,Cutting,76,M-10
429,Packaging,47,M-15
429,Welding,30,M-2
430,Assembly,34,M-8
430,Cutting,50,M-5
430,Packaging,73,M-17
430,Quality_Check,108,M-1
430,Welding,65,M-2
431,Cutting,69,M-3
431,Packaging,17,M-3
431,Welding,82,M-16
432,Assembly,104,M-11
432,Cutting,85,M-18
432,Packaging,112,M-14
432,Quality_Check,105,M-11
432,Welding,3,M-4
433,Assembly,11,M-5
433,Cutting,6,M-15
433,Packaging,7,M-11
433,Quality_Check,101,M-17
433,Welding,57,M-10
434,Assembly,51,M-6
434,Cutting,17,M-3
434,Packaging,70,M-6
434,Quality_Check,94,M-6
434,Welding,89,M-14
435,Assembly,37,M-20
435,Cutting,56,M-13
435,Quality_Check,111,M-8
435,Welding,19,M-3
436,Cutting,57,M-9
436,Packaging,115,M-4
436,Quality_Check,23,M-7
436,Welding,76,M-8
437,Assembly,38,M-14
437,Cutting,78,M-1
437,Packaging,49,M-19
437,Quality_Check,55,M-20
437,Welding,4,M-1
438,Cutting,48,M-11
438,Welding,58,M-12
439,Assembly,95,M-19
439,Packaging,48,M-1
439,Quality_Check,52,M-2
439,Welding,62,M-4
440,Assembly,119,M-11
440,Packaging,68,M-5
440,Welding,87,M-14
441,Packaging,4,M-12
441,Quality_Check,25,M-18
441,Welding,34,M-11
442,Packaging,76,M-16
442,Quality_Check,108,M-7
443,Assembly,57,M-1
443,Cutting,48,M-12
443,Packaging,8,M-20
443,Welding,20,M-11
444,Cutting,92,M-10
444,Quality_Check,40,M-15
445,Assembly,7,M-16
445,Cutting,104,M-14
445,Packaging,17,M-20
445,Quality_Check,78,M-10
445,Welding,80,M-19
446,Assembly,43,M-12
446,Packaging,82,M-4
447,Packaging,99,M-3
447,Quality_Check,57,M-5
448,Packaging,81,M-4
448,Quality_Check,4,M-8
448,Welding,46,M-20
449,Assembly,73,M-10
449,Cutting,37,M-16
449,Packaging,74,M-17
449,Quality_Check,96,M-7
450,Assembly,32,M-6
450,Quality_Check,57,M-18
451,Packaging,3,M-2
451,Welding,43,M-17
452,Assembly,29,M-18
452,Packaging,120,M-15
453,Assembly,102,M-1
453,Packaging,98,M-5
453,Welding,56,M-20
454,Assembly,3,M-3
454,Cutting,32,M-8
454,Packaging,55,M-8
454,Quality_Check,57,M-11
455,Assembly,18,M-15
455,Cutting,98,M-17
455,Packaging,45,M-9
456,Cutting,7,M-18
456,Quality_Check,103,M-3
457,Assembly,76,M-14
457,Cutting,94,M-12
457,Packaging,48,M-6
457,Quality_Check,101,M-10
457,Welding,52,M-7
458,Assembly,26,M-7
458,Cutting,37,M-14
458,Packaging,70,M-4
458,Quality_Check,119,M-10
459,Assembly,118,M-6
459,Cutting,80,M-13
459,Packaging,120,M-5
459,Quality_Check,40,M-16
459,Welding,49,M-3
460,Cutting,75,M-12
460,Quality_Check,80,M-14
461,Assembly,112,M-12
461,Cutting,66,M-6
461,Packaging,57,M-5
461,Quality_Check,120,M-13
461,Welding,100,M-20
462,Cutting,24,M-1
462,Packaging,63,M-4
462,Quality_Check,77,M-6
462,Welding,93,M-6
463,Assembly,73,M-16
463,Packaging,57,M-12
463,Quality_Check,83,M-17
463,Welding,19,M-11
464,Assembly,75,M-10
464,Cutting,57,M-9
464,Quality_Check,89,M-3
464,Welding,82,M-18
465,Assembly,43,M-2
465,Cutting,69,M-8
465,Packaging,101,M-9
465,Quality_Check,25,M-5
465,Welding,46,M-2
466,Assembly,101,M-7
466,Cutting,12,M-5
467,Packaging,35,M-20
467,Quality_Check,98,M-3
468,Cutting,21,M-2
468,Quality_Check,57,M-11
468,Welding,4,M-6
469,Cutting,17,M-6
469,Packaging,81,M-7
469,Quality_Check,40,M-20
470,Assembly,113,M-1
470,Cutting,94,M-9
470,Quality_Check,104,M-8
470,Welding,34,M-6
471,Assembly,5,M-15
471,Quality_Check,57,M-15
471,Welding,57,M-15
472,Assembly,30,M-1
472,Cutting,2,M-18
472,Packaging,118,M-17
472,Quality_Check,34,M-13
472,Welding,26,M-16
473,Quality_Check,87,M-14
473,Welding,38,M-19
474,Assembly,44,M-20
474,Packaging,57,M-19
474,Quality_Check,38,M-9
474,Welding,73,M-11
475,Assembly,11,M-19
475,Cutting,28,M-14
475,Packaging,60,M-3
475,Welding,115,M-2
476,Assembly,55,M-3
476,Cutting,101,M-15
476,Packaging,19,M-20
476,Quality_Check,86,M-9
476,Welding,24,M-4
477,Assembly,120,M-17
477,Cutting,56,M-9
477,Packaging,99,M-19
477,Quality_Check,84,M-7
477,Welding,44,M-3
478,Assembly,3,M-20
478,Packaging,23,M-12
478,Quality_Check,20,M-2
478,Welding,27,M-10
479,Assembly,112,M-1
479,Cutting,108,M-20
479,Packaging,110,M-3
479,Quality_Check,57,M-7
479,Welding,12,M-3
480,Assembly,56,M-11
480,Cutting,32,M-6
480,Packaging,47,M-16
480,Welding,37,M-17
481,Cutting,88,M-18
481,Packaging,67,M-3
481,Welding,46,M-6
482,Assembly,5,M-13
482,Cutting,49,M-15
482,Packaging,113,M-17
482,Quality_Check,31,M-17
482,Welding,40,M-9
483,Packaging,93,M-6
483,Welding,25,M-16
484,Assembly,84,M-13
484,Cutting,18,M-5
484,Packaging,77,M-4
484,Quality_Check,117,M-19
484,Welding,74,M-6
485,Assembly,107,M-4
485,Cutting,84,M-19
485,Packaging,70,M-1
485,Quality_Check,62,M-15
485,Welding,71,M-7
486,Assembly,38,M-10
486,Cutting,6,M-14
486,Quality_Check,82,M-7
486,Welding,65,M-8
487,Assembly,42,M-17
487,Cutting,119,M-4
488,Cutting,39,M-19
488,Packaging,2,M-14
488,Welding,57,M-9
489,Packaging,96,M-12
489,Welding,57,M-17
490,Assembly,43,M-4
490,Cutting,47,M-4
490,Packaging,58,M-19
491,Cutting,27,M-14
491,Packaging,98,M-4
491,Quality_Check,7,M-20
491,Welding,59,M-17
492,Assembly,84,M-9
492,Cutting,88,M-6
492,Packaging,85,M-12
492,Quality_Check,24,M-12
493,Assembly,28,M-4
493,Cutting,69,M-17
493,Packaging,21,M-6
494,Packaging,95,M-15
494,Quality_Check,57,M-2
495,Assembly,81,M-8
495,Cutting,13,M-16
495,Quality_Check,57,M-8
496,Assembly,57,M-20
496,Cutting,36,M-7
496,Packaging,7,M-9
496,Quality_Check,2,M-15
496,Welding,118,M-8
497,Cutting,98,M-10
497,Welding,76,M-3
498,Packaging,52,M-5
498,Quality_Check,34,M-10
499,Assembly,119,M-2
499,Cutting,21,M-6
499,Packaging,4,M-10
499,Quality_Check,75,M-2
499,Welding,1,M-16
500,Assembly,33,M-8
500,Packaging,120,M-13
